Date/Time,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
20230913,0.008,0.008,0.005,0.006,0.009,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.055,0.292,0.075,0.014,0.031,0.03,0.031,0.021,0.012,0.011,0.011,0.011,0.01,0.01,0.007,0.005,0.008,0.008,0.009,0.008,0.008,0.006,0.005,0.008,0.009,0.008,0.008,0.007,0.005,0.007,0.008,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.007,0.005,0.152,0.242,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.008,0.004,0.003,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.006,0.008,0.008,0.008,0.006,0.008,0.011,0.01,0.01,0.008,0.007,0.007,0.01,0.01,0.01,0.007,0.006,0.006,0.011,0.008,0.008,0.009,0.131,0.283,0.008,0.009,0.009,0.008,0.006,0.005,0.01,0.009,0.008,0.01,0.005,0.005,0.008,0.009,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.009,0.008,0.005,0.006,0.008,0.009,0.008,0.008,0.005,0.005,0.008,0.009,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008,0.006,0.005,0.008,0.009,0.009,0.117,0.29,0.016,0.007,0.008,0.009,0.008,0.006
20230914,0.006,0.006,0.008,0.009,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.009,0.007,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.007,0.005,0.006,0.008,0.009,0.008,0.007,0.005,0.006,0.008,0.009,0.064,0.301,0.058,0.006,0.008,0.009,0.008,0.007,0.005,0.006,0.008,0.009,0.008,0.006,0.005,0.007,0.008,0.008,0.009,0.006,0.005,0.007,0.008,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0.006,0.007,0.008,0.006,0.054,0.296,0.071,0.009,0.01,0.007,0.007,0.012,0.011,0.011,0.011,0.009,0.007,0.011,0.011,0.011,0.011,0.01,0.007,0.01,0.011,0.011,0.01,0.01,0.006,0.005,0.01,0.01,0.009,0.008,0.007,0.005,0.008,0.008,0.01,0.009,0.009,0.006,0.006,0.009,0.008,0.01,0.009,0.007,0.007,0.009,0.008,0.008,0.008,0.115,0.285,0.021,0.008,0.01,0.009,0.009,0.006,0.005,0.009,0.009,0.008,0.009,0.005,0.005,0.008,0.008,0.008,0.009,0.006,0.006,0.006,0.008,0.009,0.008
20230915,0.007,0.005,0.006,0.008,0.009,0.008,0.008,0.005,0.005,0.008,0.009,0.008,0.008,0.006,0.005,0.007,0.008,0.008,0.008,0.007,0.005,0.006,0.009,0.052,0.288,0.082,0.005,0.006,0.008,0.009,0.008,0.007,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.008,0.009,0.009,0.008,0.005,0.006,0.008,0.008,0.009,0.01,0.005,0.006,0.009,0.008,0.008,0.008,0.005,0.228,0.173,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0.005,0.006,0.005,0.007,0.01,0.009,0.011,0.011,0.007,0.007,0.01,0.01,0.01,0.01,0.008,0.007,0.009,0.011,0.01,0.01,0.009,0.007,0.007,0.01,0.01,0.008,0.008,0.006,0.005,0.008,0.009,0.009,0.009,0.009,0.006,0.242,0.171,0.01,0.008,0.008,0.006,0.005,0.008,0.008,0.009,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.01,0.008,0.008,0.007,0.005,0.007,0.008,0.008,0.009,0.008,0.005,0.005,0.008,0.009,0.008,0.008,0.006,0.005,0.008,0.008,0.008,0.008
20230916,0.007,0.005,0.006,0.009,0.008,0.008,0.008,0.17,0.233,0.008,0.008,0.008,0.009,0.006,0.005,0.007,0.008,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.009,0.005,0.005,0.008,0.008,0.009,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.006,0.005,0.007,0.009,0.008,0.008,0.007,0.005,0.006,0.009,0.008,0.008,0.007,0.014,0.299,0.1,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.005,0.009,0.008,0.008,0.008,0.005,0.002,0.003,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.073,0.11,0.125,0,0,0,0,0,0.016,0.234,0.052,0,0,0,0,0,0.048,0.197,0.16,0.188,0.176,0.197,0.201,0.203,0.35,0.236,0.019,0.064,0.056,0.036,0.103,0.032,0.031,0.096,0.032,0.033,0.055,0.1,0.018,0.108,0.02,0.018,0.298,0.134,0.015,0.015,0.012,0.014,0.016,0.017,0.018,0.016,0.015,0.013,0.012,0.016,0.017,0.017,0.018,0.015,0.013,0.01,0.014,0.011,0.012,0.014,0.056,0.099,0.029,0.064,0.066,0.275,0.203,0.065,0.194,0.348,0.322,0.298,0.3,0.298,0.292,0.288,0.288,0.294,0.174,0.012,0.012,0.089,0.288,0.104,0.011,0.011,0.01,0.008,0.006,0.009,0.011,0.01,0.01,0.007,0.007,0.009,0.109,0.296,0.035,0.006
20230917,0.006,0.011,0.01,0.01,0.008,0.007,0.007,0.011,0.01,0.01,0.007,0.006,0.009,0.011,0.01,0.009,0.006,0.006,0.011,0.011,0.009,0.008,0.006,0.008,0.011,0.01,0.009,0.006,0.007,0.075,0.3,0.057,0.007,0.006,0.01,0.011,0.01,0.009,0.006,0.008,0.011,0.011,0.009,0.007,0.006,0.011,0.01,0.01,0.008,0.006,0.009,0.009,0.009,0.01,0.009,0.007,0.006,0.009,0.009,0.01,0.009,0.009,0.007,0.007,0.008,0.009,0.01,0.009,0.009,0.143,0.259,0.009,0.006,0.003,0,0,0,0,0,0,0.076,0.025,0,0,0,0.001,0.004,0,0,0,0,0,0,0,0,0,0.075,0,0.005,0.074,0.025,0,0,0,0,0,0,0,0,0,0.003,0.077,0,0,0,0,0,0,0,0,0.049,0.014,0.155,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.007,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.221,0.007,0,0,0,0,0,0,0,0,0.005,0.134,0.28,0.393,0.441,0.444,0.36,0.183,0.188,0.172,0.06,0.27,0.17,0.062,0.024,0.026,0.027,0.033,0.038,0.048,0.048,0.067,0.198,0.381,0.358,0.306,0.298,0.3,0.296,0.051,0.013,0.012,0.257,0.233,0.022,0.019,0.018,0.018,0.018,0.017,0.013,0.283,0.117,0.016,0.018,0.016,0.102,0.029,0.016,0.018,0.018,0.018,0.017,0.014,0.014,0.018,0.017,0.017,0.025,0.331,0.111,0.025,0.031,0.046,0.02,0.015,0.016,0.019,0.021,0.021,0.02,0.017,0.042,0.029,0.016,0.012,0.012,0.009,0.008,0.227,0.223,0.013,0.011,0.009,0.008,0.012,0.011,0.011,0.009,0.007
20230918,0.008,0.011,0.012,0.01,0.008,0.006,0.011,0.011,0.011,0.009,0.007,0.008,0.011,0.011,0.011,0.007,0.192,0.212,0.012,0.01,0.01,0.007,0.007,0.012,0.011,0.01,0.008,0.007,0.01,0.011,0.011,0.008,0.008,0.008,0.012,0.011,0.01,0.008,0.007,0.012,0.011,0.011,0.008,0.007,0.01,0.011,0.011,0.009,0.007,0.008,0.012,0.01,0.261,0.113,0.007,0.011,0.011,0.012,0.007,0.008,0.01,0.01,0.011,0.01,0.01,0.008,0.007,0.011,0.01,0.008,0.008,0.003,0,0,0,0,0,0,0,0,0,0.007,0.039,0.016,0,0,0,0,0,0,0,0,0,0.034,0.091,0,0,0,0,0,0,0,0,0,0.049,0.165,0.048,0.001,0,0,0,0,0,0,0,0,0.062,0.06,0.051,0.055,0.001,0,0,0,0.087,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.049,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.259,0.003,0.052,0.258,0.474,0.469,0.473,0.485,0.393,0.135,0.009,0.028,0.213,0.426,0.389,0.136,0.17,0.132,0.098,0.022,0.023,0.026,0.028,0.025,0.025,0.027,0.019,0.014,0.013,0.019,0.019,0.019,0.019,0.019,0.013,0.014,0.019,0.019,0.162,0.278,0.014,0.014,0.018,0.018,0.017,0.016,0.012,0.01,0.013,0.011,0.011,0.011,0.007,0.007,0.02,0.014,0.01,0.009,0.007,0.009,0.095,0.025,0.022,0.061,0.053,0.009,0.014,0.013,0.137,0.298,0.01,0.01,0.012,0.012,0.011,0.01,0.008,0.012,0.012,0.012,0.01,0.009
20230919,0.008,0.012,0.013,0.011,0.009,0.008,0.01,0.013,0.012,0.01,0.009,0.009,0.013,0.012,0.012,0.008,0.009,0.012,0.012,0.012,0.01,0.009,0.01,0.012,0.013,0.011,0.041,0.296,0.092,0.012,0.012,0.009,0.008,0.012,0.013,0.012,0.011,0.008,0.011,0.012,0.012,0.01,0.008,0.008,0.013,0.011,0.011,0.007,0.007,0.012,0.011,0.01,0.008,0.008,0.011,0.012,0.011,0.01,0.008,0.01,0.013,0.01,0.01,0.008,0.008,0.013,0.012,0.011,0.008,0.006,0.006,0.003,0.001,0,0.136,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.141,0,0,0,0.024,0.038,0.086,0.021,0,0,0,0,0,0,0,0.009,0.13,0.104,0.048,0.077,0.232,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.118,0.101,0.023,0.246,0.479,0.509,0.477,0.479,0.479,0.476,0.446,0.302,0.077,0.032,0.174,0.287,0.324,0.13,0.036,0.078,0.025,0.015,0.014,0.014,0.011,0.022,0.026,0.026,0.027,0.025,0.025,0.018,0.017,0.119,0.309,0.044,0.02,0.019,0.017,0.017,0.015,0.015,0.019,0.02,0.019,0.018,0.018,0.014,0.015,0.019,0.018,0.019,0.019,0.017,0.015,0.1,0.048,0.021,0.021,0.019,0.026,0.043,0.009,0.013,0.014,0.108,0.295,0.027,0.008,0.01,0.013,0.013,0.014,0.01,0.008,0.008,0.012,0.013,0.013,0.011
20230920,0.008,0.008,0.012,0.012,0.011,0.012,0.007,0.008,0.011,0.011,0.012,0.01,0.008,0.007,0.01,0.011,0.012,0.01,0.008,0.007,0.01,0.011,0.011,0.011,0.11,0.297,0.023,0.012,0.011,0.009,0.007,0.007,0.012,0.012,0.011,0.011,0.012,0.011,0.011,0.01,0.009,0.022,0.033,0.034,0.034,0.024,0.01,0.014,0.013,0.013,0.013,0.012,0.013,0.012,0.012,0.007,0.009,0.012,0.012,0.012,0.011,0.009,0.007,0.01,0.012,0.011,0.011,0.009,0.006,0.269,0.124,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.098,0,0,0.044,0.041,0.037,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.009,0.018,0.014,0.003,0,0,0,0,0,0,0,0.079,0.24,0.028,0,0,0,0.016,0.035,0.435,0.5,0.473,0.471,0.475,0.472,0.471,0.247,0.013,0.014,0.056,0.291,0.269,0.033,0.104,0.085,0.082,0.045,0.012,0.012,0.009,0.009,0.02,0.024,0.021,0.019,0.017,0.014,0.012,0.017,0.016,0.017,0.016,0.015,0.013,0.013,0.016,0.033,0.123,0.301,0.08,0.014,0.016,0.017,0.017,0.017,0.016,0.017,0.017,0.018,0.016,0.025,0.061,0.056,0.083,0.041,0.011,0.017,0.017,0.015,0.016,0.015,0.022,0.019,0.064,0.044,0.009,0.014,0.104,0.289,0.037,0.013,0.011,0.009,0.014,0.013,0.014,0.013,0.011,0.009,0.012
20230921,0.014,0.013,0.013,0.009,0.008,0.013,0.013,0.012,0.01,0.009,0.01,0.013,0.012,0.012,0.009,0.008,0.013,0.013,0.012,0.01,0.106,0.299,0.033,0.012,0.011,0.009,0.009,0.013,0.012,0.012,0.008,0.009,0.013,0.013,0.012,0.009,0.009,0.012,0.013,0.013,0.01,0.008,0.012,0.013,0.012,0.01,0.008,0.01,0.012,0.012,0.011,0.008,0.009,0.012,0.012,0.011,0.008,0.008,0.012,0.012,0.01,0.008,0.035,0.303,0.066,0.011,0.008,0.008,0.011,0.01,0.008,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.053,0.002,0,0,0,0,0.018,0.011,0,0,0,0,0,0,0.01,0.022,0,0,0,0,0,0,0,0,0,0,0,0.184,0.115,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.031,0,0.008,0.085,0.029,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0,0,0.026,0.106,0.115,0.11,0,0,0,0.044,0.323,0.115,0,0,0,0.081,0.071,0.008,0.006,0.011,0.048,0.019,0.023,0.248,0.492,0.472,0.475,0.481,0.479,0.265,0.034,0.039,0.056,0.304,0.212,0.099,0.06,0.081,0.026,0.014,0.014,0.013,0.014,0.013,0.013,0.011,0.008,0.012,0.013,0.017,0.023,0.017,0.017,0.016,0.013,0.013,0.017,0.017,0.018,0.203,0.236,0.013,0.014,0.018,0.018,0.018,0.017,0.015,0.014,0.016,0.017,0.014,0.011,0.009,0.007,0.029,0.114,0.05,0.024,0.023,0.022,0.023,0.035,0.091,0.29,0.081,0.014,0.012,0.013,0.01,0.008,0.013,0.013,0.014,0.013,0.012,0.009,0.009,0.014,0.013,0.013,0.012
20230922,0.011,0.009,0.011,0.013,0.013,0.013,0.012,0.008,0.008,0.013,0.058,0.299,0.074,0.01,0.008,0.009,0.012,0.012,0.012,0.011,0.008,0.009,0.013,0.012,0.012,0.012,0.008,0.008,0.013,0.012,0.013,0.011,0.009,0.008,0.013,0.013,0.012,0.012,0.009,0.009,0.012,0.013,0.012,0.012,0.009,0.008,0.012,0.013,0.012,0.278,0.137,0.008,0.013,0.012,0.012,0.011,0.008,0.008,0.013,0.012,0.012,0.01,0.008,0.01,0.012,0.013,0.011,0.009,0.006,0.009,0.009,0.008,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.055,0.148,0.235,0.24,0.038,0.026,0.04,0.004,0,0,0.005,0.101,0.045,0,0,0.094,0.071,0.22,0.178,0.022,0.103,0.031,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.073,0,0,0,0,0,0,0.03,0,0,0,0.093,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0.004,0.004,0.002,0.007,0.013,0.015,0.015,0.015,0.013,0.015,0.018,0.018,0.017,0.013,0.012,0.029,0.318,0.456,0.518,0.484,0.475,0.244,0.202,0.196,0.255,0.288,0.026,0.034,0.035,0.034,0.029,0.014,0.011,0.012,0.015,0.014,0.015,0.014,0.018,0.018,0.014,0.018,0.019,0.287,0.123,0.019,0.015,0.018,0.02,0.02,0.018,0.017,0.014,0.017,0.02,0.019,0.02,0.018,0.017,0.021,0.021,0.02,0.02,0.021,0.027,0.114,0.014,0.037,0.043,0.248,0.177,0.014,0.014,0.051,0.009,0.011,0.013,0.013,0.013,0.011,0.008,0.012
20230923,0.013,0.012,0.011,0.009,0.01,0.013,0.012,0.012,0.009,0.009,0.013,0.012,0.012,0.01,0.008,0.013,0.012,0.012,0.01,0.008,0.201,0.21,0.012,0.01,0.009,0.011,0.013,0.012,0.01,0.008,0.012,0.012,0.012,0.011,0.009,0.011,0.012,0.012,0.012,0.012,0.011,0.009,0.011,0.011,0.012,0.012,0.012,0.011,0.01,0.008,0.012,0.012,0.011,0.012,0.011,0.01,0.009,0.012,0.012,0.012,0.012,0.012,0.166,0.237,0.011,0.011,0.012,0.011,0.012,0.01,0.006,0.007,0.005,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0.075,0.038,0.007,0.024,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.065,0.15,0.133,0,0.009,0.065,0.046,0.06,0.007,0.02,0.009,0,0,0.007,0.019,0,0,0,0,0,0.073,0.082,0,0.003,0.003,0.026,0.119,0.126,0.109,0.105,0.097,0.09,0.073,0.07,0.048,0,0,0,0,0,0,0,0,0,0,0.143,0.145,0,0,0,0,0,0,0,0.002,0,0.009,0.014,0.029,0.011,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.067,0.178,0,0,0,0,0,0,0,0,0,0.002,0.007,0.008,0.05,0.171,0.499,0.475,0.469,0.465,0.461,0.255,0.196,0.046,0.011,0.062,0.311,0.174,0.163,0.034,0.026,0.023,0.02,0.021,0.025,0.025,0.024,0.024,0.02,0.036,0.019,0.017,0.017,0.016,0.015,0.013,0.014,0.017,0.017,0.015,0.013,0.011,0.013,0.253,0.178,0.016,0.013,0.01,0.012,0.011,0.01,0.016,0.011,0.008,0.011,0.011,0.011,0.007,0.007,0.011,0.012,0.057,0.021,0.02,0.031,0.023,0.017,0.047,0.019,0.008,0.012,0.011,0.011,0.175,0.242,0.009,0.011,0.011,0.01,0.007,0.008,0.011
20230924,0.01,0.01,0.01,0.009,0.006,0.007,0.01,0.01,0.009,0.009,0.009,0.006,0.008,0.009,0.01,0.009,0.01,0.008,0.006,0.008,0.01,0.009,0.01,0.009,0.007,0.007,0.008,0.01,0.009,0.009,0.01,0.19,0.237,0.009,0.01,0.01,0.009,0.01,0.006,0.007,0.011,0.01,0.009,0.01,0.008,0.007,0.01,0.009,0.01,0.009,0.01,0.006,0.007,0.009,0.01,0.009,0.009,0.009,0.006,0.008,0.009,0.009,0.01,0.009,0.006,0.006,0.01,0.01,0.009,0.008,0.006,0.002,0.004,0.002,0,0,0,0,0,0.017,0.274,0.088,0,0,0,0,0,0,0,0,0.079,0.016,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.029,0,0,0.055,0.182,0.005,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.004,0.003,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.018,0,0,0,0,0,0,0,0,0,0,0.015,0.019,0,0.157,0.146,0.172,0.133,0.133,0.136,0.134,0.102,0.09,0,0,0,0.125,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.172,0.093,0.098,0.073,0.256,0.308,0.084,0.085,0.108,0.086,0.083,0.086,0.129,0.308,0.532,0.527,0.538,0.53,0.353,0.255,0.236,0.079,0.081,0.33,0.207,0.072,0.055,0.08,0.096,0.096,0.079,0.036,0.079,0.092,0.103,0.088,0.108,0.081,0.079,0.02,0.019,0.017,0.014,0.02,0.02,0.019,0.018,0.257,0.176,0.015,0.016,0.02,0.019,0.019,0.019,0.013,0.014,0.021,0.02,0.021,0.019,0.016,0.017,0.039,0.091,0.013,0.013,0.02,0.057,0.029,0.012,0.011,0.01,0.007,0.058,0.288,0.105,0.01,0.008,0.009,0.012,0.012,0.011,0.009
20230925,0.007,0.011,0.012,0.011,0.008,0.007,0.009,0.011,0.01,0.01,0.006,0.008,0.011,0.011,0.01,0.006,0.007,0.01,0.01,0.01,0.01,0.009,0.007,0.007,0.301,0.113,0.009,0.01,0.009,0.007,0.007,0.01,0.01,0.01,0.01,0.009,0.006,0.009,0.011,0.01,0.01,0.01,0.007,0.007,0.01,0.01,0.01,0.01,0.009,0.007,0.008,0.01,0.01,0.009,0.01,0.008,0.007,0.01,0.01,0.01,0.01,0.009,0.007,0.008,0.153,0.248,0.009,0.009,0.003,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.08,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.047,0.049,0.101,0.004,0.022,0,0,0,0.137,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.014,0.015,0.045,0.345,0.412,0.51,0.491,0.497,0.502,0.482,0.486,0.268,0.051,0.019,0.213,0.452,0.094,0.05,0.034,0.033,0.031,0.128,0.078,0.032,0.018,0.014,0.013,0.013,0.012,0.011,0.008,0.012,0.226,0.225,0.02,0.018,0.017,0.014,0.018,0.019,0.018,0.017,0.017,0.013,0.015,0.019,0.019,0.017,0.017,0.015,0.015,0.018,0.015,0.014,0.012,0.083,0.364,0.097,0.015,0.012,0.011,0.009,0.007,0.012,0.017,0.012,0.051,0.023,0.007,0.011,0.012,0.011,0.01,0.008,0.008,0.012,0.129,0.292,0.014,0.007,0.011,0.011
